Country,latitude,longitude,SiteBdDetected,SppDet,SppTested
Australia,-35.575,150.059,D,1,1
Australia,-35.54851,148.40884,N,0,1
Australia,-35.52615,148.39301,N,0,1
Australia,-35.4916699999999,148.60833,D,1,1
Australia,-35.4641099999999,148.598009999999,N,0,1
Australia,-35.43793,148.600799999999,D,1,1
Australia,-35.40111,149.38,D,1,1
Australia,-35.341,150.216,D,1,1
Australia,-35.29975,148.80922,N,0,1
Australia,-35.298,148.818,N,0,1
Australia,-35.28618,148.81222,D,1,1
Australia,-35.2833299999999,148.81111,D,1,1
Australia,-35.2715,148.829479999999,N,0,1
Australia,-34.7269999999999,150.520999999999,D,1,1
Australia,-34.1529999999999,151.029,D,1,1
Australia,-34.03,141.15,D,1,1
Australia,-34.02,141.03,N,0,1
Australia,-34.02,141.03,N,0,2
Australia,-33.87838,151.00443,D,1,1
Australia,-33.86806,151.082339999999,D,1,1
Australia,-33.78,150.626,D,1,1
Australia,-33.70844,150.61311,D,1,1
Australia,-33.1,151.229999999999,N,0,1
Australia,-32.8674899999999,151.733849999999,N,0,1
Australia,-32.573,150.818,N,0,1
Australia,-32.258,152.175,D,1,1
Australia,-31.652,152.585,D,1,1
Australia,-31.439,152.461,D,1,1
Australia,-30.919,152.584,N,0,1
Australia,-30.6537399999999,152.85201,D,2,2
Australia,-30.4669999999999,152.855999999999,D,1,1
Australia,-30.45139,152.89667,D,1,1
Australia,-30.382,152.751,D,1,1
Australia,-30.332,153.001,N,0,1
Australia,-30.315,153.117999999999,D,1,1
Australia,-30.3131899999999,153.099999999999,N,0,1
Australia,-30.25994,153.099999999999,N,0,1
Australia,-30.1819999999999,153.117999999999,N,0,1
Australia,-30.17643,153.18143,N,0,1
Australia,-30.1649999999999,152.785,D,1,1
Australia,-30.148,152.751,N,0,1
Australia,-30.1469999999999,153.093999999999,N,0,1
Australia,-29.882,153.001,D,1,1
Australia,-29.6911099999999,152.9325,D,1,2
Australia,-29.579,152.554,D,1,1
Australia,-29.3479999999999,153.234,N,0,1
Australia,-29.265,152.384999999999,N,0,1
Australia,-28.8658299999999,153.044999999999,D,1,1
Australia,-28.84167,153.441939999999,D,1,1
Australia,-28.8113899999999,153.27556,N,0,1
Australia,-28.7694399999999,152.99444,N,0,1
Australia,-28.7616699999999,153.343889999999,N,0,1
Australia,-28.7319999999999,152.434,N,0,1
Australia,-28.6649999999999,153.268,N,0,1
Australia,-28.632,153.335,N,0,1
Australia,-28.6149999999999,153.384999999999,N,0,1
Australia,-28.448,153.168,D,1,1
Australia,-28.448,153.168,N,0,2
Australia,-28.4239999999999,153.325999999999,N,0,1
Australia,-28.398,153.268,N,0,1
Australia,-28.39462,153.5,N,0,1
Australia,-28.388,153.324,D,1,1
Australia,-15.6999999999999,135.41,N,0,4
Australia,-14.9079999999999,133.085,N,0,5
Australia,-28.98874,151.52372,D,1,2
Australia,-28.8599999999999,151.485199999999,D,1,2
Australia,-28.7894399999999,151.163389999999,N,0,1
Australia,-28.7753,151.1705,N,0,2
Australia,-28.77372,151.17165,N,0,2
Australia,-28.574444,150.5725,N,0,1
Australia,-28.5744399999999,150.572499999999,N,0,1
Australia,-28.38222,151.11472,N,0,1
Australia,-28.3519399999999,150.612779999999,N,0,1
Australia,-28.3423699999999,152.37252,D,2,3
Australia,-28.3046499999999,152.690959999999,N,0,2
Australia,-28.241,153.151999999999,D,1,1
Australia,-28.2369999999999,153.148,D,1,1
Australia,-28.2333299999999,153.310869999999,D,1,2
Australia,-28.233,153.241999999999,D,2,2
Australia,-28.2286299999999,152.47897,N,0,1
Australia,-28.2259999999999,153.276,D,2,2
Australia,-28.225,153.223,D,2,2
Australia,-28.225,153.271999999999,D,2,2
Australia,-28.224,153.152999999999,D,1,1
Australia,-28.224,153.275,D,2,2
Australia,-28.224,153.285,D,2,2
Australia,-28.22333,153.13722,D,1,1
Australia,-28.22186,152.478199999999,N,0,1
Australia,-28.2191699999999,153.1386,N,0,1
Australia,-28.21856,152.527999999999,N,0,1
Australia,-28.2175,153.13972,D,1,1
Australia,-28.2169999999999,153.139999999999,D,1,1
Australia,-28.2155799999999,153.11312,D,1,1
Australia,-28.20417,153.13556,D,1,1
Australia,-28.195,153.271999999999,D,2,2
Australia,-28.19302,153.1131,N,0,2
Australia,-28.189,153.270999999999,D,2,2
Australia,-28.183,153.268,D,2,2
Australia,-28.18,153.306999999999,D,2,2
Australia,-28.177,153.228,D,1,1
Australia,-28.177,153.228,D,1,1
Australia,-28.177,153.228,D,1,1
Australia,-28.1752,153.225799999999,D,1,1
Australia,-28.1709999999999,153.306999999999,D,2,2
Australia,-28.163,153.247999999999,D,2,2
Australia,-28.137,153.133999999999,D,1,1
Australia,-28.0634,152.362959999999,D,1,1
Australia,-28.0634,152.362959999999,D,1,2
Australia,-28.05722,152.39352,N,0,1
Australia,-28.0536099999999,152.382219999999,D,1,1
Australia,-28.0536099999999,152.382219999999,D,1,1
Australia,-28.05085,152.38236,D,1,2
Australia,-28.05083,152.382219999999,D,1,1
Australia,-28.04917,152.38333,D,1,1
Australia,-28.0159999999999,152.525,N,0,8
Australia,-27.9857499999999,152.35833,D,2,3
Australia,-27.9826599999999,152.35028,D,3,6
Australia,-27.97749,152.3358,D,1,1
Australia,-27.9754,152.3153,D,1,1
Australia,-27.9699999999999,153.199,N,0,1
Australia,-27.76667,153.099999999999,D,1,1
Australia,-27.69999,152.816669999999,D,1,1
Australia,-27.6649999999999,153.059,N,0,1
Australia,-27.63332,152.63334,N,0,1
Australia,-27.61899,152.521649999999,D,1,1
Australia,-27.6166699999999,152.61667,D,1,1
Australia,-27.5949999999999,152.857499999999,N,0,1
Australia,-27.58667,152.860279999999,N,0,1
Australia,-27.58221,152.74001,D,1,1
Australia,-27.579,153.059,N,0,1
Australia,-27.5782099999999,152.85006,D,1,1
Australia,-27.57083,152.63,N,0,1
Australia,-27.55677,152.11309,N,0,1
Australia,-27.54389,152.71167,N,0,1
Australia,-27.52354,152.35597,N,0,5
Australia,-27.51667,152.86667,N,0,1
Australia,-27.4833299999999,152.48333,D,1,1
Australia,-27.4833299999999,153.05,D,1,1
Australia,-27.4685099999999,152.365399999999,N,0,1
Australia,-27.468,153.027999999999,D,3,3
Australia,-27.4499999999999,152.98333,D,1,1
Australia,-27.4444699999999,152.98311,N,0,1
Australia,-27.436,152.87,N,0,1
Australia,-27.4280399999999,153.53698,N,0,1
Australia,-27.3869,152.98786,N,0,1
Australia,-27.37486,151.10986,N,0,2
Australia,-27.36596,151.11114,D,2,4
Australia,-27.35595,151.132209999999,N,0,1
Australia,-27.3531499999999,151.12361,N,0,1
Australia,-27.35,151.099999999999,N,0,7
Australia,-27.33333,152.76667,D,1,1
Australia,-27.29543,152.96699,D,1,1
Australia,-27.2833299999999,152.13333,N,0,1
Australia,-27.24999,152.98334,N,0,1
Australia,-27.2029999999999,152.467999999999,D,1,1
Australia,-27.1555,152.72143,D,1,3
Australia,-27.1441,152.71007,N,0,3
Australia,-27.10828,152.72036,D,1,1
Australia,-27.08332,152.950009999999,N,0,1
Australia,-27.0825299999999,152.70749,N,0,1
Australia,-26.943,152.565,D,1,1
Australia,-26.87799,151.59959,N,0,1
Australia,-26.8736099999999,151.59266,D,1,1
Australia,-26.86877,151.58058,N,0,2
Australia,-26.84036,152.87701,N,0,2
Australia,-26.83583,152.87861,D,1,1
Australia,-26.8329999999999,152.682999999999,D,1,1
Australia,-26.8299999999999,152.889999999999,D,1,1
Australia,-26.80178,152.85109,N,0,1
Australia,-26.7954599999999,152.84808,N,0,1
Australia,-26.7574299999999,152.5456,N,0,1
Australia,-26.7369999999999,152.513,D,2,2
Australia,-26.72821,152.61892,D,1,1
Australia,-26.7206,153.11,D,1,1
Australia,-26.7199999999999,152.556,D,2,2
Australia,-26.71367,152.584779999999,N,0,2
Australia,-26.71196,152.61797,N,0,1
Australia,-26.69377,152.47547,N,0,2
Australia,-26.69361,152.47528,D,1,1
Australia,-26.693,152.610999999999,D,2,2
Australia,-26.68684,152.61739,N,0,1
Australia,-26.686,152.62,D,2,2
Australia,-26.681,152.605999999999,D,2,2
Australia,-26.679722,152.607499999999,D,4,4
Australia,-26.6776699999999,152.62411,N,0,1
Australia,-26.663,152.579,D,2,2
Australia,-26.654,152.904,D,1,1
Australia,-26.651,152.638,D,2,2
Australia,-26.617,152.652999999999,D,1,1
Australia,-26.57215,152.674659999999,N,0,5
Australia,-26.56523,152.85642,N,0,2
Australia,-26.561,152.848,D,2,2
Australia,-26.5127999999999,152.80731,N,0,6
Australia,-26.49999,151.933339999999,D,1,1
Australia,-26.207,152.672,N,0,1
Australia,-25.5399199999999,152.69172,D,1,1
Australia,-25.483,152.349999999999,N,0,2
Australia,-25.417,152.532999999999,N,0,1
Australia,-25.23,152.009999999999,N,0,1
Australia,-25.1655799999999,152.16613,N,0,4
Australia,-25.15334,152.153349999999,N,0,3
Australia,-25.151,152.15482,N,0,2
Australia,-24.57761,151.49948,N,0,1
Australia,-24.4141,151.032479999999,D,1,2
Australia,-24.4125,151.03361,D,2,3
Australia,-24.40979,151.048319999999,D,1,1
Australia,-24.4080599999999,151.03528,D,1,1
Australia,-24.40595,151.03063,N,0,1
Australia,-24.40444,151.031669999999,N,0,2
Australia,-24.3939999999999,150.949999999999,N,0,1
Australia,-24.3861099999999,151.00639,D,1,2
Australia,-24.38569,151.00039,N,0,4
Australia,-24.3736099999999,151.03222,N,0,1
Australia,-24.369,151.038999999999,D,1,1
Australia,-24.36345,151.00788,N,0,1
Australia,-24.3588099999999,151.01559,N,0,1
Australia,-24.35,151,D,1,1
Australia,-24.3499899999999,150.50001,N,0,1
Australia,-24.1329999999999,151.682999999999,N,0,2
Australia,-23.5666599999999,150.466669999999,D,1,1
Australia,-23.43056,150.45389,D,1,1
Australia,-23.38332,150.48334,D,1,2
Australia,-23.378,150.514,D,1,1
Australia,-23.36666,150.51667,D,1,1
Australia,-23.224,150.792,D,1,1
Australia,-23.20116,150.470509999999,D,1,1
Australia,-23.07227,150.689529999999,D,1,1
Australia,-22.58141,148.31715,D,1,1
Australia,-21.16667,148.501389999999,D,1,1
Australia,-21.1436099999999,149.16292,D,1,1
Australia,-21.0799999999999,148.639999999999,D,1,1
Australia,-21.07083,148.637779999999,D,3,4
Australia,-21.07083,148.648329999999,D,2,2
Australia,-21.06222,148.63917,D,1,1
Australia,-21.0599999999999,148.63972,D,1,1
Australia,-21.0533299999999,148.63444,N,0,1
Australia,-21.0527799999999,148.63278,D,2,4
Australia,-21.0527799999999,148.63306,N,0,2
Australia,-21.03028,148.60361,N,0,3
Australia,-21.02722,148.615,N,0,5
Australia,-20.826,148.613,N,0,1
Australia,-20.3075,147.865,N,0,8
Australia,-20.3022199999999,147.9375,N,0,1
Australia,-20.2280599999999,147.97889,N,0,2
Australia,-20.2194399999999,147.97917,N,0,2
Australia,-20.14694,148.504719999999,N,0,3
Australia,-20.13833,148.50306,N,0,3
Australia,-20.11306,148.26472,N,0,1
Australia,-20.10778,148.490559999999,N,0,4
Australia,-20.09333,148.140829999999,N,0,1
Australia,-20.08528,148.14528,N,0,1
Australia,-20.0736099999999,148.15167,N,0,1
Australia,-20.07194,148.15194,N,0,4
Australia,-20.0391699999999,148.18833,N,0,1
Australia,-20.02306,148.21722,N,0,2
Australia,-20.00639,148.096939999999,N,0,3
Australia,-19.95194,147.93806,N,0,7
Australia,-19.95139,148.10389,N,0,7
Australia,-19.949722,148.104722,N,0,2
Australia,-19.4349999999999,146.947,N,0,1
Australia,-19.36833,140.55472,N,0,2
Australia,-19.3649999999999,140.5525,N,0,1
Australia,-19.35389,140.54583,N,0,2
Australia,-19.3458299999999,140.54083,N,0,1
Australia,-19.3434099999999,146.45818,D,1,1
Australia,-19.3252799999999,140.52806,N,0,1
Australia,-19.30667,140.51639,N,0,1
Australia,-19.28444,140.45917,N,0,3
Australia,-19.28444,140.47861,N,0,1
Australia,-19.28417,140.46,N,0,1
Australia,-19.28389,140.46306,N,0,1
Australia,-19.2836099999999,140.46806,N,0,2
Australia,-19.2644699999999,146.81491,N,0,1
Australia,-19.2261099999999,140.37556,N,0,1
Australia,-19.22472,140.35639,N,0,2
Australia,-19.22222,140.34528,N,0,1
Australia,-19.19472,140.362779999999,N,0,1
Australia,-19.1716699999999,140.21722,N,0,1
Australia,-19.1299999999999,140.12472,N,0,1
Australia,-19.05139,140.02778,N,0,1
Australia,-19.0094999999999,146.2303,N,0,2
Australia,-19.007,146.207167,N,0,2
Australia,-18.9833299999999,146.2083,D,1,1
Australia,-18.981667,146.172778,D,1,1
Australia,-18.9810799999999,146.16497,D,3,3
Australia,-18.98,146.255,N,0,1
Australia,-18.417,145.943999999999,D,1,1
Australia,-18.4125,146.06806,D,3,3
Australia,-18.3938899999999,145.95361,D,1,3
Australia,-18.2255399999999,145.539189999999,D,1,1
Australia,-18.22158,145.53344,D,1,1
Australia,-18.2215799999999,145.53344,D,1,1
Australia,-18.21613,145.783549999999,D,1,1
Australia,-18.215278,145.796667,D,1,1
Australia,-18.2133299999999,145.80694,D,1,1
Australia,-18.2133299999999,145.80694,D,1,1
Australia,-18.203056,145.883333,D,1,1
Australia,-18.1988899999999,145.83806,D,1,3
Australia,-18.1529999999999,145.816,D,1,1
Australia,-18.07639,145.62611,N,0,2
Australia,-17.925,145.877999999999,D,1,1
Australia,-17.8522199999999,146.06333,N,0,4
Australia,-17.83944,145.71583,D,1,7
Australia,-17.77917,145.55694,D,1,3
Australia,-17.77361,145.64472,D,4,4
Australia,-17.77194,145.645829999999,D,4,5
Australia,-17.77167,141.02556,N,0,2
Australia,-17.7669999999999,145.583,N,0,1
Australia,-17.7624999999999,141.07583,N,0,1
Australia,-17.75889,141.03,N,0,3
Australia,-17.75611,145.37083,N,0,2
Australia,-17.75583,145.37,N,0,1
Australia,-17.751,145.610999999999,D,1,1
Australia,-17.72306,141,N,0,5
Australia,-17.72278,145.39944,N,0,1
Australia,-17.7205599999999,141.02194,N,0,1
Australia,-17.70222,145.44861,N,0,1
Australia,-17.70139,145.52278,N,0,1
Australia,-17.70111,145.67111,N,0,2
Australia,-17.69778,145.40028,N,0,1
Australia,-17.69694,145.412219999999,N,0,1
Australia,-17.69472,145.40583,N,0,1
Australia,-17.681,145.519833,N,0,2
Australia,-17.668167,145.720833,N,0,2
Australia,-17.666833,145.876667,N,0,2
Australia,-17.6655599999999,145.631939999999,D,1,1
Australia,-17.6436099999999,145.458329999999,N,0,3
Australia,-17.6427799999999,145.458059999999,N,0,4
Australia,-17.64028,145.45694,N,0,1
Australia,-17.63361,145.463609999999,N,0,1
Australia,-17.615333,145.755333,N,0,3
Australia,-17.61056,145.55972,D,1,2
Australia,-17.6022199999999,145.62611,N,0,2
Australia,-17.59889,145.4625,N,0,3
Australia,-17.59889,145.75639,D,2,3
Australia,-17.59722,145.757499999999,D,1,3
Australia,-17.5869399999999,145.757219999999,D,1,2
Australia,-17.58333,145.699999999999,N,0,1
Australia,-17.5423399999999,145.51497,N,0,1
Australia,-17.5399999999999,145.449999999999,D,1,5
Australia,-17.4977799999999,145.612779999999,N,0,2
Australia,-17.48611,145.37583,N,0,2
Australia,-17.43778,145.45694,D,1,7
Australia,-17.435167,145.854833,N,0,1
Australia,-17.43,145.48389,D,1,2
Australia,-17.43,145.843889999999,N,0,4
Australia,-17.4277799999999,145.488329999999,D,1,2
Australia,-17.4272199999999,145.70194,N,0,3
Australia,-17.42611,145.48944,D,1,1
Australia,-17.42556,145.703059999999,D,3,4
Australia,-17.41833,145.69083,N,0,2
Australia,-17.4182099999999,145.695069999999,D,1,1
Australia,-17.416333,145.835333,N,0,1
Australia,-17.406,145.821833,N,0,2
Australia,-17.40472,145.36222,N,0,2
Australia,-17.3967899999999,145.88771,N,0,1
Australia,-17.3748399999999,145.73067,N,0,3
Australia,-17.3740799999999,145.71797,N,0,4
Australia,-17.3722199999999,145.77167,D,1,3
Australia,-17.3666699999999,145.42667,N,0,2
Australia,-17.365833,145.715,D,1,1
Australia,-17.3465,145.6945,N,0,1
Australia,-17.3419999999999,145.869,D,1,1
Australia,-17.33278,145.417499999999,D,1,1
Australia,-17.3308299999999,145.41278,N,0,2
Australia,-17.32917,145.449999999999,N,0,5
Australia,-17.308889,145.921111,D,1,1
Australia,-17.30753,145.91808,D,1,1
Australia,-17.30753,145.91808,D,1,1
Australia,-17.28111,145.63056,D,1,1
Australia,-17.28111,145.63056,D,1,2
Australia,-17.26988,145.90118,D,1,2
Australia,-17.26556,145.85611,N,0,1
Australia,-17.264,145.855167,N,0,3
Australia,-17.2416699999999,145.775,D,1,4
Australia,-17.1641699999999,145.62278,N,0,1
Australia,-17.1291699999999,145.62611,N,0,1
Australia,-17.1166699999999,145.62889,N,0,2
Australia,-17.093333,146.6015,N,0,1
Australia,-17.08764,145.87876,D,1,1
Australia,-16.96667,145.67778,D,2,5
Australia,-16.962,145.68,D,1,1
Australia,-16.92306,145.585,N,0,4
Australia,-16.9213899999999,145.58194,N,0,2
Australia,-16.91611,145.57917,N,0,2
Australia,-16.91139,145.57056,N,0,3
Australia,-16.90889,145.566939999999,N,0,7
Australia,-16.9072199999999,145.56778,N,0,2
Australia,-16.8786099999999,145.66556,N,0,4
Australia,-16.5949999999999,145.27833,D,1,1
Australia,-16.589667,145.289167,N,0,4
Australia,-16.586833,145.272667,N,0,2
Australia,-16.5736099999999,145.268329999999,N,0,1
Australia,-16.51611,145.278609999999,D,1,1
Australia,-16.509333,145.2725,N,0,1
Australia,-16.475,145.324999999999,N,0,2
Australia,-16.4699999999999,145.330999999999,D,1,1
Australia,-16.46387,145.16691,D,1,1
Australia,-16.46387,145.16691,D,4,4
Australia,-16.46242,145.1831,D,1,1
Australia,-16.45538,145.133479999999,D,1,1
Australia,-16.45287,145.183449999999,D,1,1
Australia,-16.45287,145.18345,D,2,3
Australia,-16.4499999999999,145.182999999999,D,1,1
Australia,-16.2169999999999,145.032999999999,D,1,1
Australia,-16.2130599999999,144.974999999999,N,0,1
Australia,-16.09694,145.45139,N,0,1
Australia,-16.0666699999999,145.456999999999,N,0,4
Australia,-16.06278,145.456999999999,N,0,1
Australia,-15.8913899999999,145.20889,D,1,2
Australia,-15.88972,145.21,D,3,4
Australia,-15.88972,145.21,D,1,1
Australia,-15.80972,145.316669999999,D,1,4
Australia,-15.7902799999999,145.29722,N,0,2
Australia,-15.785,145.292499999999,D,1,2
Australia,-15.7138899999999,145.273329999999,D,4,6
Australia,-15.70972,145.262499999999,D,1,1
Australia,-15.70972,145.262499999999,D,1,2
Australia,-15.70806,145.26361,D,3,3
Australia,-15.70806,145.26361,D,1,1
Australia,-15.48194,145.17778,N,0,1
Australia,-15.46611,145.15528,N,0,2
Australia,-15.45778,145.17889,N,0,1
Australia,-15.44417,145.151109999999,N,0,1
Australia,-15.44111,145.13028,N,0,1
Australia,-15.42889,145.12,D,1,3
Australia,-15.428889,145.12,N,0,2
Australia,-15.42417,145.154169999999,N,0,10
Australia,-15.38917,145.034719999999,N,0,1
Australia,-15.37861,145.03278,N,0,1
Australia,-14.25833,144.461109999999,N,0,1
Australia,-13.88333,143.25,N,0,1
Australia,-13.7416699999999,143.375,N,0,1
Australia,-13.74,143.35083,N,0,3
Australia,-13.7375,143.338889999999,N,0,1
Australia,-13.73611,143.336109999999,N,0,1
Australia,-13.7344399999999,143.33972,N,0,3
Australia,-13.72583,143.330279999999,N,0,2
Australia,-37.4,140.12,D,1,1
Australia,-37.3999999999999,140.12,D,1,1
Australia,-37.116,140.698,N,0,1
Australia,-36.98,140.74,N,0,1
Australia,-36.9799999999999,140.74,N,0,1
Australia,-36.97,140.72,D,1,1
Australia,-36.9699999999999,140.72,D,1,1
Australia,-36.71,140.949999999999,D,1,1
Australia,-36.71,140.95,D,1,1
Australia,-35.35,138.61667,D,1,1
Australia,-35.3479999999999,138.62,D,1,1
Australia,-35.20187,138.58203,N,0,1
Australia,-35.0676199999999,138.85119,N,0,1
Australia,-34.98185,138.84379,N,0,1
Australia,-34.9452199999999,138.58926,D,1,1
Australia,-34.9337099999999,138.63585,D,1,2
Australia,-34.929,138.601,D,1,1
Australia,-34.87984,138.65923,D,1,1
Australia,-34.87574,138.5388,D,1,1
Australia,-34.83883,138.660609999999,D,1,1
Australia,-33.9658299999999,137.716109999999,N,0,1
Australia,-32.8539999999999,137.914999999999,N,0,1
Australia,-31.0459999999999,138.793,N,0,1
Australia,-30.175,139.441,N,0,2
Australia,-43.6062299999999,146.74596,N,1,1
Australia,-43.5117499999999,146.88747,N,1,1
Australia,-43.5059299999999,146.4644,N,1,1
Australia,-43.50157,146.87742,N,1,1
Australia,-43.4561899999999,146.86355,D,1,1
Australia,-43.42671,146.15966,N,1,1
Australia,-43.4232099999999,146.162409999999,N,1,1
Australia,-43.42161,146.15832,N,1,1
Australia,-43.3838599999999,146.86667,D,1,1
Australia,-43.3118699999999,147.0157,D,1,1
Australia,-43.27991,146.95248,D,1,1
Australia,-43.23657,146.77063,N,1,1
Australia,-43.22453,146.77401,N,1,1
Australia,-43.20524,146.78101,N,1,1
Australia,-43.18968,146.08232,N,1,1
Australia,-43.1644099999999,146.30054,N,1,1
Australia,-43.1629799999999,146.79741,D,1,1
Australia,-43.14497,146.132209999999,N,1,1
Australia,-43.1107999999999,147.753099999999,D,1,1
Australia,-43.0917299999999,146.656849999999,D,1,1
Australia,-43.05989,146.710289999999,D,1,1
Australia,-43.05897,146.69996,D,1,1
Australia,-43.0253,146.670089999999,D,1,1
Australia,-43.015,147.495769999999,N,1,1
Australia,-42.96452,147.225609999999,D,1,1
Australia,-42.94491,147.068639999999,D,1,1
Australia,-42.9334899999999,147.90158,D,1,1
Australia,-42.9283599999999,147.28798,N,0,1
Australia,-42.9238599999999,147.289179999999,D,1,1
Australia,-42.90666,147.323399999999,D,1,1
Australia,-42.8976699999999,147.318459999999,N,0,1
Australia,-42.89141,147.3025,N,0,1
Australia,-42.8905,147.3025,N,0,1
Australia,-42.8886899999999,147.30739,D,1,1
Australia,-42.88691,147.30126,D,1,1
Australia,-42.8860099999999,147.300029999999,D,1,1
Australia,-42.8842,147.30124,N,0,1
Australia,-42.8832999999999,147.303689999999,D,1,1
Australia,-42.881,147.303,D,3,3
Australia,-42.877,147.30121,D,1,1
Australia,-42.868,147.29872,N,,
Australia,-42.86437,147.30849,D,,
Australia,-42.8615199999999,146.22207,N,,
Australia,-42.85916,147.50799,D,,
Australia,-42.85419,145.825809999999,N,,
Australia,-42.85296,146.20222,D,1,1
Australia,-42.8427999999999,147.53967,D,1,1
Australia,-42.83558,147.54451,D,1,1
Australia,-42.80299,146.55058,D,1,1
Australia,-42.77355,147.25303,N,0,1
Australia,-42.76966,146.04655,D,1,1
Australia,-42.75542,146.410609999999,N,0,1
Australia,-42.75479,145.999979999999,N,0,1
Australia,-42.7471499999999,146.327419999999,N,0,1
Australia,-42.67685,146.57145,N,0,1
Australia,-42.60412,146.46107,D,1,1
Australia,-42.5687599999999,145.49632,D,1,1
Australia,-42.55997,145.49211,N,0,1
Australia,-42.54939,145.48237,N,0,1
Australia,-42.3758399999999,145.741,N,0,1
Australia,-42.34964,146.564789999999,D,1,1
Australia,-42.24606,145.617459999999,N,0,1
Australia,-42.21687,146.01459,N,0,1
Australia,-42.2107699999999,146.11721,N,0,1
Australia,-42.1824999999999,145.28043,N,0,1
Australia,-42.1664099999999,145.333069999999,N,0,1
Australia,-42.1526199999999,145.32194,N,0,1
Australia,-42.14188,145.899059999999,N,0,1
Australia,-42.1240499999999,146.21089,N,0,1
Australia,-42.1236999999999,146.21276,N,0,1
Australia,-42.1024299999999,145.72224,N,0,1
Australia,-42.09792,146.134099999999,N,0,1
Australia,-42.0332599999999,146.6327,N,0,1
Australia,-41.9748299999999,147.85791,N,0,1
Australia,-41.9403099999999,145.36984,N,0,1
Australia,-41.92596,145.56352,N,0,1
Australia,-41.89312,146.08134,N,0,1
Australia,-41.87541,146.60567,N,0,1
Australia,-41.8437699999999,146.57468,N,0,1
Australia,-41.8374099999999,148.074919999999,N,0,1
Australia,-41.79925,145.97987,N,0,1
Australia,-41.7733199999999,146.19977,D,1,1
Australia,-41.7525499999999,145.63889,N,0,1
Australia,-41.7452299999999,145.94726,N,0,1
Australia,-41.73391,145.62464,N,0,1
Australia,-41.6857699999999,146.51937,D,1,1
Australia,-41.6756099999999,145.94278,N,0,1
Australia,-41.6677299999999,145.96814,N,0,1
Australia,-41.6568699999999,145.96231,N,0,1
Australia,-41.6522399999999,145.94797,N,0,1
Australia,-41.65175,145.95979,N,0,1
Australia,-41.6492799999999,145.95031,N,0,1
Australia,-41.63204,146.26712,D,1,1
Australia,-41.59414,145.09078,D,1,1
Australia,-41.5493099999999,146.422059999999,N,0,1
Australia,-41.5443799999999,148.07826,D,1,1
Australia,-41.52797,145.21141,N,0,1
Australia,-41.47744,146.45983,N,0,1
Australia,-41.47592,147.13773,D,1,1
Australia,-41.4532299999999,146.48397,N,0,1
Australia,-41.4516399999999,147.101769999999,N,0,1
Australia,-41.4498499999999,147.086199999999,N,0,1
Australia,-41.44905,146.563019999999,D,1,1
Australia,-41.44624,147.089789999999,N,0,1
Australia,-41.44623,147.10176,D,1,1
Australia,-41.44617,146.574829999999,D,1,1
Australia,-41.43903,147.09456,D,1,1
Australia,-41.38971,147.3041,D,1,1
Australia,-41.33991,146.86972,N,0,1
Australia,-41.33297,145.01405,D,1,1
Australia,-41.19948,146.35836,N,0,1
Australia,-41.1929999999999,145.07094,N,0,1
Australia,-41.1824799999999,146.3788,N,0,1
Australia,-41.1497299999999,146.498279999999,N,0,1
Australia,-41.14669,145.104469999999,N,0,1
Australia,-41.14258,146.511439999999,N,0,1
Australia,-41.1381999999999,146.541259999999,D,1,1
Australia,-41.05724,145.89444,D,1,1
Australia,-40.8896599999999,147.631509999999,N,0,1
Australia,-40.88786,147.63031,N,0,1
Australia,-40.43675,144.91064,N,0,1
Australia,-38.1094399999999,147.06333,N,0,1
Australia,-37.8013899999999,148.16694,D,1,1
Australia,-37.767,144.961,N,0,1
Australia,-37.622,143.583,D,1,1
Australia,-37.5247499999999,146.349269999999,N,0,1
Australia,-37.46849,146.2853,D,1,1
Australia,-37.38385,146.04211,D,1,1
Australia,-37.0489999999999,147.330999999999,N,0,1
Australia,-36.5884199999999,148.106699999999,D,1,1
Australia,-36.5410899999999,147.83008,D,1,1
Australia,-36.4202799999999,143.61111,N,0,1
Australia,-36.25791,148.255619999999,D,1,1
Australia,-34.63,117.667,D,1,1
Australia,-34.587,117.989999999999,D,1,1
Australia,-34.392,116.022,D,1,1
Australia,-34.0249999999999,115.099999999999,D,1,1
Australia,-33.8497199999999,115.1025,D,1,1
Australia,-33.8489999999999,116.438,D,1,1
Australia,-32.9219999999999,115.696,D,1,1
Australia,-32.4279999999999,115.754,D,2,2
Australia,-32.3999999999999,116.718999999999,D,1,1
Australia,-32.0309999999999,115.924,D,1,1
Australia,-31.974,116.058,D,2,2
Australia,-31.952,115.858999999999,D,2,2
Australia,-31.946,116.246,D,2,2
Australia,-31.9439999999999,115.784,D,4,4
Australia,-31.9089999999999,115.791,D,1,1
Australia,-31.90359,115.91055,N,0,1
Australia,-31.898,115.812,D,1,1
Australia,-31.875,116.208,D,1,1
Australia,-31.808,115.794,D,1,1
Australia,-31.632,117.708,D,1,1
Austria,47.14,12.19,N,0,1
Austria,47.5,13.1,N,0,1
Austria,47.6,14.13,N,0,1
Austria,48.190843,16.4462079999999,D,1,1
Belgium,50.9011138999999,2.69343889999999,N,0,1
Belgium,51.1514110999999,2.78347219999999,N,0,2
Belgium,50.8113972,2.94133889999999,N,0,1
Belgium,50.8057528,3.1582389,N,0,1
Belgium,50.8231972,3.1635333,N,0,1
Belgium,50.9444749999999,3.1783222,N,0,1
